#signalNumber pressure[MPa] length[mm]
43006 0.491674 95.629189
43007 0.486861 95.643685
43008 0.40041 95.622747
43009 0.163284 103.076871
43010 0.275943 102.609779
43011 0.405207 99.849108
43012 0.476415 95.952931
43013 0.003862 107.895984
43014 0.168496 107.192121
43015 0.499277 96.4925
43016 0.356532 95.635632
43017 0.193317 101.367959
43018 0.1797 102.484147
43019 0.163013 103.482758
43020 0.114637 105.114361
43021 0.491 97.839008
43022 0.161444 102.303753
43023 0.410493 99.696095
43024 0.301055 99.694485
43025 0.344006 99.712202
43026 0.405189 98.220733
43027 0.199632 100.064936
43028 0.23275 100.064936
43029 0.030991 107.786458
43030 0.473358 98.620176
43031 0.105404 105.302809
43032 0.28979 103.397393
43033 0.038244 107.151855
43034 0.370187 101.839883
43035 0.293026 101.830219
43036 0.184045 101.976789
43037 0.216605 102.044437
43038 0.305446 101.844715
43039 0.214737 101.897867
43040 0.030393 107.921755
43041 0.07982 107.91048
43042 0.236807 106.100089
43043 0.369991 101.250381
43044 0.296119 100.697925
43045 0.064965 106.998841
43046 0.285168 104.492644
43047 0.096467 106.507588
43048 0.284021 104.515194
43049 0.215457 104.574788
43050 0.256663 104.491034
43051 0.166686 104.526468
43052 0.310207 102.732189
43053 0.4998 96.007693
43054 0.348025 96.125271
43055 0.162305 103.386118
43056 0.284464 102.898088
43057 0.219251 102.88037
43058 0.350163 101.245549
43059 0.430201 99.104984
43060 0.393015 97.903434
43061 0.127306 104.447546
43062 0.095846 105.850435
43063 0.180942 105.679705
43064 0.358427 102.087925
43065 0.453943 97.167364
43066 0.118005 104.758404
43067 0.445129 99.824948
43068 0.276679 99.51248
43069 0.006106 107.947525
43070 0.223053 106.019555
43071 0.462177 97.321987
43072 0.485148 95.479399
43073 0.430657 95.439132
43074 0.068596 106.515641
43075 0.249406 104.998393
43076 0.279841 104.354127
43077 0.071152 106.818446
43078 0.272172 104.60378
43079 0.034665 107.013337
43080 0.114193 107.109977
43081 0.03128 107.913701
43082 0.27675 105.220665
43083 0.19575 105.222276
43084 0.019842 107.900816
43085 0.021105 108.332476
43086 0.00451 108.75125
43087 0.417644 100.169629
43088 0.205892 101.216557
43089 0.133994 105.114361
43090 0.27524 104.06904
43091 0.36154 101.627276
43092 0.364856 100.617392
43093 0.387149 99.21773
43094 0.120408 104.913028
43095 0.488653 98.027454
43096 0.232893 99.051832
43097 0.175837 102.632328
43098 0.16071 103.767845
43099 0.472466 98.844057
43100 0.417827 98.794127
43101 0.352159 98.840836
43102 0.038013 107.33225
43103 0.495147 97.797131
43104 0.096921 105.534745
43105 0.328493 102.593672
43106 0.344464 101.51614
43107 0.214881 101.527415
43108 0.287084 101.556407
43109 0.34232 100.496592
43110 0.307864 100.517531
43111 0.225328 100.580347
43112 0.498877 96.908049
43113 0.044271 106.721806
43114 0.22042 105.763459
43115 0.007479 108.060272
43116 0.371105 102.604947
43117 0.428116 97.668278
43118 0.105598 105.473539
43119 0.356749 102.018666
43120 0.335014 102.05249
43121 0.390842 99.351414
43122 0.488418 96.120439
43123 0.179625 101.849547
43124 0.404987 99.230615
43125 0.042324 106.879652
43126 0.131161 107.246884
43127 0.488104 97.483053
43128 0.01063 107.391844
43129 0.368107 102.501865
43130 0.492078 95.337661
43131 0.39034 95.369874
43132 0.287829 96.523102
43133 0.041205 107.577071
43134 0.004564 108.55958
43135 0.063701 108.575687
43136 0.04119 108.549916
43137 0.09557 108.488711
43138 0.246869 106.106531
43139 0.030666 108.214897
43140 0.216444 106.601006
43141 0.27396 105.238382
43142 0.190841 105.241604
43143 0.158809 105.249657
43144 0.26815 104.331578
43145 0.004507 108.603068
43146 0.072213 108.58213
43147 0.476702 98.439782
43148 0.266491 98.613733
43149 0.149258 104.376676
43150 0.215009 104.368623
43151 0.457835 99.277324
43152 0.310867 98.050004
43153 0.079987 106.568793
43154 0.174716 106.502756
43155 0.032535 108.023227
43156 0.366881 102.775677
43157 0.150113 104.413722
43158 0.314704 102.613
43159 0.108143 104.721359
43160 0.439606 99.591402
43161 0.432939 97.782635
43162 0.26755 97.861557
43163 0.08039 106.576846
43164 0.05116 107.409562
43165 0.034009 107.989403
43166 0.31461 104.394394
43167 0.418612 98.404348
43168 0.223888 100.005342
43169 0.069257 107.014948
43170 0.475976 98.328647
43171 0.290662 97.887327
43172 0.277042 97.914708
43173 0.395859 97.850282
43174 0.029486 107.636666
43175 0.000821 108.628839
43176 0.413964 100.696314
43177 0.335083 99.456107
43178 0.023109 107.846053
43179 0.411759 100.454715
43180 0.037893 107.320975
43181 0.45897 98.72809
43182 0.385123 97.441176
43183 0.312501 97.484663
43184 0.278748 97.582913
43185 0.12613 104.885646
43186 0.025931 108.211675
43187 0.339982 103.648656
43188 0.064121 106.63322
43189 0.337219 102.590451
43190 0.422982 97.753643
43191 0.337173 97.737536
43192 0.252824 98.798959
43193 0.374 98.705541
43194 0.477817 96.626184
43195 0.05933 106.70731
43196 0.327704 103.305585
43197 0.242374 103.349073
43198 0.37935 100.232444
43199 0.224915 100.370961
43200 0.02561 107.992624
43201 0.358404 103.188007
43202 0.169262 103.310417
43203 0.179839 103.321692
43204 0.385103 100.226002
43205 0.396183 98.950361
43206 0.374001 98.974521
43207 0.230979 99.924809
43208 0.491309 96.350762
43209 0.317514 97.471778
43210 0.489953 96.180033
43211 0.145538 103.239548
43212 0.044063 107.635055
43213 0.269858 104.864708
43214 0.213308 104.877593
43215 0.034678 107.559354
43216 0.059764 107.730085
43217 0.09166 107.712368
43218 0.290137 104.837327
43219 0.266831 104.817999
43220 0.370353 100.029501
43221 0.212508 101.113475
43222 0.378262 99.200013
43223 0.48009 96.730877
43224 0.45221 96.717992
43225 0.087135 105.893923
43226 0.417632 100.884761
43227 0.45099 96.671283
43228 0.433346 96.650344
43229 0.019099 107.435332
43230 0.472796 98.312541
43231 0.134193 104.017498
43232 0.258355 103.63255
43233 0.183211 103.647046
43234 0.306825 102.790173
43235 0.158529 104.004613
43236 0.471257 97.1577
43237 0.418134 96.523102
43238 0.470779 96.521492
43239 0.340542 96.56659
43240 0.450186 96.526324
43241 0.051103 106.945689
43242 0.299566 104.065818
43243 0.498153 95.613083
43244 0.391841 95.624357
43245 0.336617 95.719386
43246 0.055722 107.108367
43247 0.142966 107.159908
43248 0.454812 98.249725
43249 0.286332 97.824512
43250 0.483073 95.769316
43251 0.39301 95.767706
43252 0.438959 95.806361
43253 0.046039 107.069711
43254 0.177138 106.696036
43255 0.263533 104.751961
43256 0.256471 104.800281
43257 0.266286 103.975621
43258 0.432482 97.415405
43259 0.292558 97.542647
43260 0.37031 97.491106
43261 0.381653 97.54909
43262 0.392418 97.561975
43263 0.19576 101.24877
43264 0.257565 101.235885
43265 0.135353 104.48298
43266 0.384697 100.786511
43267 0.163198 103.614832
43268 0.090444 105.579843
43269 0.099669 105.586286
43270 0.441092 99.794345
43271 0.353646 99.396513
43272 0.208285 100.799396
43273 0.163158 103.408668
43274 0.081981 106.576846
43275 0.129715 106.546244
43276 0.483776 97.600631
43277 0.177718 101.736801
43278 0.179369 102.712861
43279 0.479433 98.190131
43280 0.150974 102.15074
43281 0.13045 104.592505
43282 0.07187 106.907033
43283 0.114615 106.89898
43284 0.155327 106.813614
43285 0.353453 102.835272
43286 0.030406 107.311311
43287 0.113509 107.304868
43288 0.229871 105.504142
43289 0.000353 108.611122
43290 0.189679 107.40473
43291 0.151037 107.398287
43292 0.341955 103.58423
43293 0.409425 99.808841
43294 0.266579 99.860382
43295 0.011011 108.153691
43296 0.062375 108.279323
43297 0.031108 108.227782
43298 0.241241 106.309475
43299 0.210593 106.304643
43300 0.041048 107.987792
43301 0.22128 106.583289
43302 0.034922 107.878267
43303 0.039046 107.916923
43304 0.184097 107.364463
43305 0.336078 103.717915
43306 0.134784 105.715139
43307 0.247732 104.993561
43308 0.181028 104.962958
43309 0.328487 102.527635
43310 0.131234 104.734244
43311 0.312149 102.719304
43312 0.189277 103.473094
43313 0.189534 103.489201
43314 0.133452 104.954905
43315 0.102616 106.431886
43316 0.231072 105.581454
43317 0.106943 106.454435
43318 0.460945 98.713594
43319 0.325274 97.774581
43320 0.172638 103.023719
43321 0.460758 98.839225
43322 0.008463 107.330639
43323 0.028028 108.10376
43324 0.416516 100.507867
43325 0.123657 104.811556
43326 0.054667 107.451439
43327 0.062411 107.414394
43328 0.28872 104.766457
43329 0.361046 102.513139
43330 0.144142 103.26854
43331 0.169055 103.276593
43332 0.182032 103.260487
43333 0.313512 102.641992
43334 0.225472 102.613
43335 0.214931 102.708029
43336 0.335765 102.608168
43337 0.495586 97.768139
43338 0.055215 106.652548
43339 0.173498 106.647716
43340 0.171415 106.597785
43341 0.336131 103.284647
43342 0.345157 101.694923
43343 0.49126 95.463292
43344 0.217281 100.153522
43345 0.150162 103.532689
43346 0.244833 103.382897
43347 0.062292 107.238831
43348 0.476171 98.571856
43349 0.306732 97.47661
43350 0.091647 106.143577
43351 0.497517 97.379971
43352 0.341864 96.392639
43353 0.457232 96.297611
43354 0.350704 96.333045
43355 0.369302 96.296
43356 0.08909 106.220889
43357 0.254896 104.89531
43358 0.442752 97.959807
43359 0.043271 107.002063
43360 0.170738 106.857102
43361 0.078159 106.968239
43362 0.032923 107.876656
43363 0.073221 107.916923
43364 0.237432 106.188675
43365 0.132433 106.182233
43366 0.361924 101.496812
43367 0.377059 99.899038
43368 0.276205 99.931251
43369 0.151571 103.983674
43370 0.324133 102.430996
43371 0.280694 102.435828
43372 0.439305 98.257778
43373 0.00463 108.137584
43374 0.234469 106.112974
43375 0.229438 106.096867
43376 0.47578 96.059234
43377 0.459226 96.041517
43378 0.157987 103.07526
43379 0.240602 103.225052
43380 0.042285 107.691429
43381 0.499338 97.81968
43382 0.445777 96.260566
43383 0.398762 96.24768
43384 0.47687 96.220299
43385 0.027339 107.287151
43386 0.078925 107.849275
43387 0.057287 107.86216
43388 0.463318 98.43334
43389 0.265262 98.515483
43390 0.142871 104.452378
43391 0.42617 100.110034
43392 0.41667 98.810234
43393 0.266235 98.893988
43394 0.042761 107.565797
43395 0.336627 103.400614
43396 0.116393 105.460654
43397 0.098122 106.196729
43398 0.359659 101.952629
43399 0.209108 102.020277
43400 0.136637 103.885424
43401 0.495494 98.169192
43402 0.356667 98.211069
43403 0.386293 98.175635
43404 0.374227 98.18852
43405 0.399201 98.194963
43406 0.018506 107.74136
43407 0.480009 98.333479
43408 0.3923 96.808188
43409 0.089539 106.056601
43410 0.101188 106.209614
43411 0.031035 107.949136
43412 0.255548 105.558905
43413 0.269398 105.479982
43414 0.089055 106.710532
43415 0.310125 102.949629
43416 0.242363 102.949629
43417 0.464933 96.71477
43418 0.357617 96.772754
43419 0.341118 96.716381
43420 0.165481 103.1719
43421 0.388794 100.306535
43422 0.434035 97.892159
43423 0.455589 96.449012
43424 0.131088 104.104474
43425 0.155161 104.487812
43426 0.485512 97.898602
43427 0.166243 101.925248
43428 0.482938 98.051614
43429 0.123361 103.331356
43430 0.263964 103.131634
43431 0.095989 105.863321
43432 0.189788 105.723193
43433 0.070399 106.786233
43434 0.336855 103.150962
43435 0.172793 104.478148
43436 0.048324 107.031055
43437 0.193396 106.216057
43438 0.201698 106.216057
43439 0.441172 99.037336
43440 0.361477 98.107987
43441 0.122461 105.049934
43442 0.189489 105.070873
43443 0.253523 104.536132
43444 0.461257 99.072771
43445 0.23068 99.460939
43446 0.049575 107.478821
43447 0.341918 103.436049
43448 0.03564 106.982735
43449 0.009854 108.466161
43450 0.177896 107.514255
43451 0.335379 103.849989
43452 0.402436 98.871438
43453 0.453663 96.895164
43454 0.183649 101.698145
43455 0.27459 102.058933
43456 0.087882 106.245049
43457 0.214845 105.753795
43458 0.472304 97.711766
43459 0.065112 106.588121
43460 0.076026 106.948911
43461 0.192642 106.517252
43462 0.353872 102.780509
43463 0.028951 106.965017
43464 0.460077 99.729919
43465 0.281534 98.523537
43466 0.340732 98.536422
43467 0.170246 102.155572
43468 0.23861 102.944797
43469 0.274149 102.88037
43470 0.172132 102.949629
43471 0.228179 103.009223
43472 0.111301 105.62011
43473 0.477974 98.858553
43474 0.417455 97.154479
43475 0.102693 105.581454
43476 0.248105 104.72458
43477 0.485974 97.014352
43478 0.106335 105.132078
43479 0.075426 106.502756
43480 0.271261 104.616665
43481 0.448338 97.890549
43482 0.1164 104.753572
43483 0.303219 102.933522
43484 0.46705 97.049786
43485 0.473737 96.460287
43486 0.048774 106.642884
43487 0.009509 108.369521
43488 0.304863 104.50714
43489 0.483171 95.970648
43490 0.303616 96.4925
43491 0.368123 96.539209
43492 0.491607 95.084789
43493 0.201583 101.116696
43494 0.193369 101.119918
43495 0.123974 104.789007
43496 0.429026 100.229223
43497 0.414781 98.993848
43498 0.139676 103.576177
43499 0.41896 99.936083
43500 0.097772 105.393006
43501 0.36758 101.047438
43502 0.393146 99.507648
43503 0.271506 99.551136
43504 0.15303 103.582619
43505 0.147536 103.832272
43506 0.253704 103.537521
43507 0.114028 104.979065
43508 0.285768 103.645435
43509 0.171372 103.824219
43510 0.100707 105.66843
43511 0.168254 105.639438
43512 0.26287 104.225274
43513 0.429099 100.058493
43514 0.306835 98.805402
43515 0.061064 107.058436
43516 0.344479 103.002781
43517 0.221263 103.092978
43518 0.286604 102.994727
43519 0.213745 102.967346
43520 0.267046 103.028551
43521 0.240643 102.957682
43522 0.191777 103.084924
43523 0.266038 103.081703
43524 0.163932 103.758181
43525 0.448204 99.522144
43526 0.301545 99.678378
43527 0.278736 99.655829
43528 0.078313 106.472153
43529 0.393089 101.653046
43530 0.086445 105.344686
43531 0.251009 103.785563
43532 0.158222 103.936965
43533 0.402917 100.292039
43534 0.168557 103.215388
43535 0.151225 104.209167
43536 0.179416 104.222053
43537 0.013533 107.794512
43538 0.437983 100.111645
43539 0.256047 99.625226
43540 0.272693 99.636501
43541 0.380513 99.396513
43542 0.327548 99.367521
43543 0.314342 99.431947
43544 0.354449 99.444833
43545 0.039155 107.662437
43546 0.009028 108.459719
43547 0.209108 107.021391
43548 0.129618 107.029444
43549 0.162265 107.066489
43550 0.165685 107.031055
43551 0.184876 107.051993
43552 0.146373 107.031055
43553 0.398363 99.589792
43554 0.318854 99.559189
43555 0.484028 96.602024
43556 0.485199 96.632627
43557 0.213138 99.470603
43558 0.067483 107.032665
43559 0.483095 98.182077
43560 0.1953 100.061715
43561 0.05788 107.274266
43562 0.276104 104.832495
43563 0.348171 101.722305
43564 0.171079 102.577566
43565 0.30201 101.773846
43566 0.423794 98.686213
43567 0.283381 98.77802
43568 0.392454 98.787684
43569 0.273248 98.771578
43570 0.170229 101.509697
43571 0.280686 102.139466
43572 0.248648 102.141076
43573 0.053868 107.28554
43574 0.208148 106.317529
43575 0.229573 106.317529
43576 0.451738 97.91793
43577 0.052718 106.773348
43578 0.363505 102.559848
43579 0.189831 102.670984
43580 0.01915 107.991013
43581 0.277313 105.18362
43582 0.120029 106.082371
43583 0.445682 97.041733
43584 0.37931 96.998245
43585 0.057485 106.953743
43586 0.483961 98.004905
43587 0.36979 96.577865
43588 0.188366 101.487148
43589 0.342644 100.68665
43590 0.387963 99.734751
43591 0.269083 99.758911
43592 0.305296 99.795956
43593 0.16607 101.635329
43594 0.161507 103.126802
43595 0.497377 98.132147
43596 0.381179 98.046782
43597 0.098386 105.452601
43598 0.158586 105.583065
43599 0.468168 98.048393
43600 0.310148 97.088442
43601 0.196556 100.543302
43602 0.174427 102.621054
43603 0.425982 99.399734
43604 0.433766 99.29182
43605 0.4816 96.242848
43606 0.063456 106.188675
43607 0.366317 102.207114
43608 0.010922 107.058436
43609 0.487038 98.227176
43610 0.232216 98.861775
43611 0.457547 96.331434
43612 0.264311 98.046782
43613 0.340886 97.930815
43614 0.463803 96.684168
43615 0.07468 106.232163
43616 0.167714 106.217667
43617 0.378039 101.947797
43618 0.16254 103.320081
43619 0.062421 106.977903
43620 0.255603 105.18362
43621 0.480812 96.777586
43622 0.499275 95.107338
43623 0.00812 107.287151
43624 0.48665 98.019401
43625 0.327259 96.795303
43626 0.374693 96.825905
43627 0.239738 98.544475
43628 0.318955 98.465553
43629 0.23458 99.496374
43630 0.21842 100.581957
43631 0.312171 100.436998
43632 0.082334 106.476985
43633 0.358719 102.501865
43634 0.375007 99.870046
43635 0.265678 99.873268
43636 0.248339 99.939305
43637 0.336106 99.868436
43638 0.085191 106.282094
43639 0.399423 101.569292
43640 0.144019 103.543963
43641 0.059261 107.051993
43642 0.367079 102.577566
43643 0.465698 96.687389
43644 0.185878 101.387287
43645 0.411413 99.24189
43646 0.062531 106.312697
43647 0.331053 102.943186
43648 0.167002 104.394394
43649 0.220952 104.38473
43650 0.441508 97.091663
43651 0.138486 103.930522
43652 0.336544 101.789952
43653 0.452793 98.075774
43654 0.363458 97.167364
43655 0.369227 97.120655
43656 0.450853 97.077168
43657 0.453161 97.067504
43658 0.095085 105.707086
43659 0.159045 105.736078
43660 0.169276 105.752185
43661 0.145017 105.729635
43662 0.3001 103.766235
43663 0.395836 99.650997
43664 0.001796 108.144027
43665 0.228848 106.109753
43666 0.403641 99.452886
43667 0.215441 100.614171
43668 0.43827 97.679553
43669 0.132037 104.004613
43670 0.090569 106.161294
43671 0.117812 106.172569
43672 0.442939 100.330695
43673 0.129152 103.378065
43674 0.23994 103.843547
43675 0.041409 107.675322
43676 0.352397 103.205724
43677 0.463582 96.672893
43678 0.318989 96.81141
43679 0.12657 104.758404
43680 0.145384 104.829273
43681 0.292808 103.497254
43682 0.04087 106.948911
43683 0.213747 106.148409
43684 0.095439 106.678318
43685 0.049839 107.451439
43686 0.141017 107.38057
43687 0.288447 104.568345
43688 0.129117 105.752185
43689 0.155674 105.74091
43690 0.249207 105.241604
43691 0.044061 107.42889
43692 0.113228 107.396676
43693 0.40699 99.546304
43694 0.471578 96.895164
43695 0.002667 108.158523
43696 0.266244 105.650713
43697 0.15809 105.737689
43698 0.119749 105.726414
43699 0.026881 107.628613
43700 0.223579 106.027609
43701 0.409008 101.374402
43702 0.481976 95.724218
43703 0.374499 95.82891
43704 0.08468 106.34491
43705 0.075061 107.080985
43706 0.159936 106.910254
43707 0.134661 106.915087
43708 0.171691 106.948911
43709 0.299612 104.059376
43710 0.119232 105.881038
43711 0.28971 104.228495
43712 0.425797 97.663446
43713 0.121604 105.012889
43714 0.424406 100.511088
43715 0.283642 100.488539
43716 0.199767 100.654437
43717 0.288675 100.63833
43718 0.056723 107.209839
43719 0.166895 106.853881
43720 0.283107 104.600559
43721 0.346255 101.923637
43722 0.175752 102.619443
43723 0.192429 102.616222
43724 0.087354 106.415779
43725 0.384153 102.036384
43726 0.131953 104.328356
43727 0.142293 104.329967
43728 0.489646 96.113996
43729 0.317277 96.378143
43730 0.40293 96.357205
43731 0.449428 96.273451
43732 0.089161 106.066265
43733 0.386623 101.791563
43734 0.215859 101.820555
43735 0.426923 98.602459
43736 0.389439 98.612123
43737 0.331053 98.62984
43738 0.017361 107.887931
43739 0.356708 103.189617
43740 0.063511 106.27243
43741 0.109139 106.291758
43742 0.030134 107.953968
43743 0.225909 106.288537
43744 0.08957 107.097092
43745 0.050008 107.770352
43746 0.224863 106.390009
43747 0.163336 106.412558
43748 0.149683 106.377123
43749 0.224381 105.898755
43750 0.024765 107.710757
43751 0.28014 104.584452
43752 0.137232 105.521859
43753 0.290166 103.917637
43754 0.424705 100.234055
43755 0.40563 99.103373
43756 0.457003 96.98536
43757 0.017112 107.427279
43758 0.338037 103.539131
43759 0.055174 106.623556
43760 0.41546 100.449883
43761 0.402811 99.019619
43762 0.026961 107.464325
43763 0.378669 102.419721
43764 0.234639 101.71103
43765 0.053247 107.256548
43766 0.367135 102.403614
43767 0.338075 101.440439
43768 0.121302 103.80328
43769 0.076639 106.702478
43770 0.044496 107.494927
43771 0.204086 106.612281
43772 0.36929 102.753128
43773 0.282059 102.682259
43774 0.472557 96.228353
43775 0.170722 102.738632
43776 0.127112 104.785785
43777 0.196185 104.739076
43778 0.400317 100.773626
43779 0.453079 96.916102
43780 0.070811 106.280483
43781 0.037287 107.612506
43782 0.072364 107.536805
43783 0.448104 99.251554
43784 0.222004 100.068157
43785 0.013355 108.111814
43786 0.143895 107.79129
43787 0.176642 107.654384
43788 0.242258 106.080761
43789 0.091161 107.060047
43790 0.022788 108.326033
43791 0.284534 105.415555
43792 0.197058 104.523247
43793 0.207894 104.565124
43794 0.204301 104.540964
43795 0.341101 102.083093
43796 0.14106 104.381508
43797 0.379015 100.974958
43798 0.295392 100.97979
43799 0.498893 95.492284
43800 0.003816 107.987792
43801 0.42612 100.672154
43802 0.006563 107.734917
43803 0.264122 105.347907
43804 0.375547 100.111645
43805 0.032146 107.464325
43806 0.457628 98.956803
43807 0.274287 98.312541
43808 0.138842 104.391172
43809 0.087299 106.447993
43810 0.343428 102.825608
43811 0.305479 102.844936
43812 0.350014 101.118307
43813 0.461322 97.468557
43814 0.040424 107.09226
43815 0.399941 101.408226
43816 0.358547 99.602677
43817 0.172965 101.596673
43818 0.239893 101.58862
43819 0.099331 105.872985
43820 0.307172 103.635771
43821 0.142214 104.945241
43822 0.214008 104.916249
43823 0.049161 107.393455
43824 0.075763 107.444997
43825 0.440331 98.616955
43826 0.403236 97.961418
43827 0.052622 107.053604
43828 0.363711 102.875538
43829 0.472444 96.252512
43830 0.005638 107.467546
43831 0.127874 107.807397
43832 0.102301 107.823504
43833 0.442669 98.829561
43834 0.194977 100.549744
43835 0.144904 104.086757
43836 0.372715 101.105422
43837 0.106931 105.343075
43838 0.241026 104.503919
43839 0.061213 106.834553
43840 0.109397 107.185679
43841 0.386714 102.335967
43842 0.463058 96.705106
43843 0.166716 102.956071
43844 0.473629 98.642725
43845 0.488139 95.822468
43846 0.073028 106.032441
43847 0.147053 106.539801
43848 0.109755 106.581678
43849 0.359919 102.503475
43850 0.227598 102.553406
43851 0.258693 102.53891
43852 0.063522 106.931193
43853 0.480548 98.38502
43854 0.376649 97.160922
43855 0.244476 98.626619
43856 0.422079 97.241454
43857 0.143446 104.062597
43858 0.002136 108.619175
43859 0.001367 108.596626
43860 0.011362 108.622396
43861 0.486795 98.264221
43862 0.049469 107.069711
43863 0.288631 104.561903
43864 0.391349 99.449664
43865 0.338533 99.393291
43866 0.174192 101.587009
43867 0.11223 105.558905
43868 0.465027 98.790906
43869 0.023812 107.287151
43870 0.304279 104.236549
43871 0.030127 107.676933
43872 0.21711 106.349742
43873 0.455919 96.767922
43874 0.239129 98.621787
43875 0.492775 96.466729
43876 0.335036 97.028848
43877 0.062977 106.881262
43878 0.274971 104.571567
43879 0.125386 105.676483
43880 0.121628 105.673262
43881 0.353208 100.962073
43882 0.201636 101.543521
43883 0.462526 97.560364
43884 0.019666 107.288762
43885 0.282198 104.598948
43886 0.191119 104.692367
43887 0.307683 102.83205
43888 0.470573 96.239627
43889 0.323538 96.381365
43890 0.360424 96.349152
43891 0.088177 106.220889
43892 0.227575 105.529913
43893 0.155219 105.539577
43894 0.288276 104.220442
43895 0.158513 104.8937
43896 0.372776 99.70737
43897 0.34277 99.794345
43898 0.447374 97.291385
43899 0.250797 98.99707
43900 0.327814 98.993848
43901 0.49144 96.170369
43902 0.170679 101.770624
43903 0.325361 101.334135
43904 0.475685 97.966249
43905 0.371468 97.901823
43906 0.23371 99.151693
43907 0.183479 101.8576
43908 0.324468 101.14891
43909 0.164637 102.828829
43910 0.418405 99.409398
43911 0.43316 98.892377
43912 0.446199 96.9612
43913 0.161894 102.435828
43914 0.013588 107.945915
43915 0.083189 108.22295
43916 0.397315 102.128191
43917 0.369387 100.279154
43918 0.104845 105.394617
43919 0.12194 105.798894
43920 0.361768 102.184564
43921 0.405822 98.852111
43922 0.237266 99.042168
43923 0.328055 98.992238
43924 0.255031 99.016398
43925 0.047085 107.511034
43926 0.076308 107.544858
43927 0.04987 107.617338
43928 0.085848 107.599621
43929 0.333445 103.829051
43930 0.141673 104.885646
43931 0.139528 104.879204
43932 0.249773 104.569956
43933 0.244072 104.590895
43934 0.025433 107.771962
43935 0.073177 108.235835
43936 0.211884 106.783012
43937 0.059843 107.915312
43938 0.493297 96.98536
43939 0.143523 104.088368
43940 0.079427 106.80395
43941 0.213392 106.143577
43942 0.004772 108.470993
43943 0.327087 104.300975
43944 0.090474 107.100313
43945 0.225114 106.085593
43946 0.107597 106.254713
43947 0.459188 97.397688
43948 0.304199 97.197967
43949 0.004745 108.593404
43950 0.469666 99.11948
43951 0.451229 97.106159
43952 0.416355 97.078778
43953 0.244005 98.644336
43954 0.201915 100.995897
43955 0.482655 97.632844
43956 0.321414 98.298045
43957 0.184014 100.781679
43958 0.406788 98.58152
43959 0.157919 102.141076
43960 0.357336 100.424113
43961 0.159365 102.803058
43962 0.024549 107.915312
43963 0.221822 106.343299
43964 0.290837 104.439492
43965 0.486111 95.658181
43966 0.075382 106.325582
43967 0.204663 105.979289
43968 0.104397 106.141966
43969 0.169976 106.098478
43970 0.074595 107.051993
43971 0.111924 107.048772
43972 0.15346 106.960185
43973 0.259255 105.027385
43974 0.018143 107.680154
43975 0.499577 96.867782
43976 0.309626 96.845233
43977 0.100222 106.040494
43978 0.462314 98.500987
43979 0.447508 97.152868
43980 0.184077 101.256824
43981 0.087211 106.325582
43982 0.182417 106.179011
43983 0.39648 101.572513
43984 0.377684 100.408006
43985 0.103469 105.517027
43986 0.299745 103.519803
43987 0.400134 100.781679
43988 0.27589 99.440001
43989 0.022887 107.807397
43990 0.178171 107.055215
43991 0.103683 107.09226
43992 0.177285 107.063268
43993 0.483186 96.585918
43994 0.45848 95.886894
43995 0.384947 95.922328
43996 0.396874 95.906222
43997 0.185856 102.192618
43998 0.300255 102.009002
43999 0.420913 99.278935
44000 0.272035 99.444833
44001 0.043027 107.385402
44002 0.036848 107.665658
44003 0.230781 106.050158
44004 0.02293 107.899205
44005 0.471307 97.816458
44006 0.006467 107.631834
44007 0.020806 108.231003
44008 0.058988 108.237446
44009 0.450451 98.807012
44010 0.173373 101.5403
44011 0.358066 100.815503
44012 0.017955 107.778405
44013 0.063837 108.003899
44014 0.021222 108.042555
44015 0.43006 100.113256
44016 0.21299 100.768794
44017 0.357646 99.789513
44018 0.179081 103.125191
44019 0.28615 102.772456
44020 0.095283 106.203171
44021 0.001769 108.646556
44022 0.438723 101.1022
44023 0.27367 99.393291
44024 0.419606 98.112819
44025 0.202581 100.486929
44026 0.089512 106.518862
44027 0.07829 107.209839
44028 0.126946 107.1889
44029 0.446803 99.401345
44030 0.056467 107.090649
44031 0.315101 103.99656
44032 0.364815 100.551355
44033 0.49175 95.426247
44034 0.020808 107.25977
44035 0.349407 103.080092
44036 0.13238 104.573177
44037 0.133524 104.571567
44038 0.207904 104.600559
44039 0.04824 107.498149
44040 0.265658 105.217444
44041 0.00364 108.458108
44042 0.268961 105.328579
44043 0.405781 99.257996
44044 0.106057 105.632995
44045 0.363784 102.015445
44046 0.044414 107.109977
44047 0.245929 105.06282
44048 0.483056 96.059234
44049 0.181702 102.153962
44050 0.493894 97.822901
44051 0.433644 97.840618
44052 0.103551 105.346297
44053 0.039705 107.612506
44054 0.366859 102.625886
44055 0.171833 103.651878
44056 0.110867 105.11275
44057 0.333874 102.136245
44058 0.376855 100.622224
44059 0.000918 108.22295
44060 0.115558 108.221339
44061 0.193834 107.011727
44062 0.108728 107.100313
44063 0.078242 107.655994
44064 0.146354 107.520698
44065 0.096941 107.507813
44066 0.472591 96.78886
44067 0.237615 98.750639
44068 0.277005 98.740975
44069 0.403953 98.652389
44070 0.378585 98.660442
44071 0.453363 97.188303
44072 0.424867 97.154479
44073 0.118116 104.89531
44074 0.027896 108.171409
44075 0.359759 103.104252
44076 0.259691 103.102642
44077 0.435438 97.412184
44078 0.251604 98.591184
44079 0.083454 106.552686
44080 0.200086 106.069486
