#signalNumber pressure[MPa] length[mm]
22874 0.003439 108.395292
22875 0.063981 108.432337
22876 0.172188 107.359631
22877 0.299694 104.590895
22878 0.405684 98.294823
22879 0.183385 101.203672
22880 0.372978 100.224391
22881 0.037374 107.391844
22882 0.207082 106.24827
22883 0.410682 99.489931
22884 0.395857 99.030894
22885 0.072329 106.601006
22886 0.334242 103.068818
22887 0.405051 98.666885
22888 0.215315 100.22117
22889 0.07873 106.518862
22890 0.192047 106.066265
22891 0.332226 102.95285
22892 0.351041 100.797786
22893 0.085727 106.005059
22894 0.060382 107.182457
22895 0.193479 106.386787
22896 0.258852 105.066041
22897 0.09414 106.372291
22898 0.328444 103.495643
22899 0.064852 106.341689
22900 0.190828 105.724803
22901 0.415683 100.868655
22902 0.067411 105.815001
22903 0.397526 100.54008
22904 0.106726 105.194894
22905 0.228472 104.584452
22906 0.133295 104.607001
22907 0.16465 104.705252
22908 0.00337 108.609511
22909 0.198638 107.159908
22910 0.283219 105.182009
22911 0.222225 105.169124
22912 0.077074 106.507588
22913 0.226311 105.49931
22914 0.066409 107.414394
22915 0.254125 105.869763
22916 0.388848 102.00417
22917 0.001395 108.321201
22918 0.391046 102.756349
22919 0.021087 107.147023
22920 0.489005 98.338311
22921 0.296911 97.417016
22922 0.194207 101.632108
22923 0.471966 97.9437
22924 0.388258 97.905045
22925 0.253026 98.046782
22926 0.121909 104.882425
22927 0.314484 102.822386
22928 0.003534 108.087654
22929 0.400204 102.141076
22930 0.311047 101.029721
22931 0.19806 101.830219
22932 0.135203 104.60378
22933 0.295421 103.361958
22934 0.247961 103.368401
22935 0.405404 100.544912
22936 0.370243 99.549525
22937 0.120343 104.824441
22938 0.176129 105.074094
22939 0.334766 102.646824
22940 0.446178 97.755254
22941 0.280094 97.81968
22942 0.292506 97.790688
22943 0.14741 103.94985
22944 0.037338 107.884709
22945 0.24133 105.893923
22946 0.08781 106.839385
22947 0.150556 106.794286
22948 0.499453 95.90139
22949 0.204121 100.899257
22950 0.291536 101.177901
22951 0.354675 100.321031
22952 0.463398 97.898602
22953 0.374808 97.905045
22954 0.248304 98.01779
22955 0.163868 103.086535
22956 0.252305 102.864264
22957 0.176103 103.006002
22958 0.161027 103.24438
22959 0.185166 103.237937
22960 0.237651 103.204113
22961 0.447199 99.084045
22962 0.4872 95.969037
22963 0.480298 95.959373
22964 0.013695 107.42889
22965 0.355173 103.12197
22966 0.226281 102.716083
22967 0.176011 102.780509
22968 0.159788 103.785563
22969 0.437019 99.14525
22970 0.312695 99.204845
22971 0.174154 101.569292
22972 0.188816 101.562849
22973 0.459731 98.302877
22974 0.150832 102.87876
22975 0.12396 104.96618
22976 0.059415 107.300036
22977 0.017278 108.406566
22978 0.421768 101.012003
22979 0.02245 107.580293
22980 0.040354 107.900816
22981 0.276033 105.286702
22982 0.450848 97.568417
22983 0.226601 99.517312
22984 0.363321 99.098541
22985 0.01715 107.949136
22986 0.080319 108.063494
22987 0.200545 107.053604
22988 0.481084 97.138372
22989 0.365067 96.284725
22990 0.360436 96.217078
22991 0.258693 97.768139
22992 0.485425 96.289557
22993 0.08587 106.143577
22994 0.149489 106.299811
22995 0.219509 105.690979
22996 0.252686 105.020942
22997 0.058504 107.101924
22998 0.072658 107.066489
22999 0.240787 105.690979
23000 0.035123 107.699482
23001 0.392122 100.609339
23002 0.359488 99.857161
23003 0.12771 104.996782
23004 0.422012 100.619003
23005 0.097998 104.856655
23006 0.199203 104.718137
23007 0.063872 107.161519
23008 0.174751 106.758852
23009 0.113502 106.820057
23010 0.271703 105.032217
23011 0.08132 107.090649
23012 0.373398 101.240717
23013 0.007497 107.866992
23014 0.438627 99.861993
23015 0.174851 101.471042
23016 0.276134 101.448492
23017 0.290113 101.458156
23018 0.100558 105.911641
23019 0.128285 105.93419
23020 0.396426 101.572513
23021 0.037209 106.650937
23022 0.459071 99.467382
23023 0.449797 97.584524
23024 0.273033 97.665057
23025 0.194964 101.541911
23026 0.334356 101.097368
23027 0.403871 99.499595
23028 0.490177 97.286553
23029 0.147065 103.138076
23030 0.190935 103.70664
23031 0.433658 99.673546
23032 0.050099 105.935801
23033 0.185303 106.12747
23034 0.340082 102.622664
23035 0.219149 102.740243
23036 0.423567 97.7472
23037 0.258878 98.499377
23038 0.441557 96.848455
23039 0.13716 104.054544
23040 0.397035 100.776847
23041 0.201061 102.579176
23042 0.274562 102.450323
23043 0.418788 99.032504
23044 0.03531 107.171183
23045 0.14 107.306479
23046 0.348589 103.249212
23047 0.202117 103.300753
23048 0.266485 103.255655
23049 0.169066 103.323302
23050 0.26489 103.249212
23051 0.320429 102.120138
23052 0.12579 104.271983
23053 0.253732 104.054544
23054 0.031215 107.823504
23055 0.015346 108.377574
23056 0.435933 100.556187
23057 0.415548 98.884324
23058 0.335665 98.866607
23059 0.362349 98.889156
23060 0.423951 98.824729
23061 0.290782 98.855332
23062 0.230767 99.069549
23063 0.359133 98.961635
23064 0.220575 101.071598
23065 0.102057 105.876206
23066 0.206992 105.690979
23067 0.327056 103.207335
23068 0.224577 103.260487
23069 0.420973 98.077385
23070 0.498978 95.730661
23071 0.39593 95.716165
23072 0.06899 106.641273
23073 0.281825 104.392783
23074 0.488343 96.191308
23075 0.308466 96.515049
23076 0.22622 99.394902
23077 0.462959 97.399299
23078 0.250408 99.446443
23079 0.405074 98.536422
23080 0.259044 98.612123
23081 0.076689 106.380345
23082 0.473985 98.091881
23083 0.041618 106.77979
23084 0.051773 107.451439
23085 0.036465 107.962021
23086 0.211152 106.56074
23087 0.106154 106.580068
23088 0.354554 102.817554
23089 0.268147 101.6611
23090 0.224608 101.719083
23091 0.220195 101.712641
23092 0.080423 106.591342
23093 0.316608 103.601947
23094 0.350198 102.348852
23095 0.499162 95.329608
23096 0.33636 95.481009
23097 0.418143 95.439132
23098 0.250046 98.705541
23099 0.459871 97.05784
23100 0.064189 106.502756
23101 0.084388 107.050383
23102 0.442974 99.182295
23103 0.096984 105.719971
23104 0.171486 105.736078
23105 0.227439 105.204558
23106 0.379457 101.495202
23107 0.038266 106.547854
23108 0.281434 104.428218
23109 0.113149 105.794062
23110 0.164429 105.811779
23111 0.362801 100.862212
23112 0.232552 100.54008
23113 0.411286 98.546086
23114 0.204869 100.593232
23115 0.088922 106.150019
23116 0.255868 104.901753
23117 0.429561 99.578517
23118 0.398204 98.38502
23119 0.159026 102.650046
23120 0.197727 103.360348
23121 0.130867 104.656932
23122 0.162315 104.714916
23123 0.264776 103.999781
23124 0.276448 104.004613
23125 0.028848 107.866992
23126 0.481322 98.721647
23127 0.322461 97.23018
23128 0.09555 105.947075
23129 0.219197 105.383342
23130 0.042369 107.631834
23131 0.314921 103.907973
23132 0.221834 103.887035
23133 0.457356 96.890332
23134 0.472174 95.985144
23135 0.281488 97.236622
23136 0.490124 95.435911
23137 0.183428 101.973568
23138 0.305145 101.596673
23139 0.106285 105.430051
23140 0.126001 105.433273
23141 0.204902 105.28026
23142 0.367802 101.818944
23143 0.358245 100.908921
23144 0.236277 101.005561
23145 0.324045 100.934692
23146 0.374923 99.821727
23147 0.49152 96.891942
23148 0.498889 95.621136
23149 0.13979 103.830661
23150 0.399854 100.61256
23151 0.448231 97.138372
23152 0.03114 107.018169
23153 0.129951 107.348356
23154 0.27865 104.639215
23155 0.370298 100.361297
23156 0.301692 100.374182
23157 0.112761 105.315694
23158 0.318943 102.983453
23159 0.257179 102.989895
23160 0.301137 102.943186
23161 0.076569 105.908419
23162 0.311743 103.150962
23163 0.127275 104.755183
23164 0.355916 102.034773
23165 0.487929 95.751599
23166 0.033629 106.961796
23167 0.184448 106.612281
23168 0.440361 98.571856
23169 0.422942 97.611905
23170 0.381506 97.628012
23171 0.388021 97.616737
23172 0.173289 102.766013
23173 0.443282 99.098541
23174 0.467403 96.824295
23175 0.313031 96.908049
23176 0.12002 104.904974
23177 0.26763 103.80328
23178 0.41504 100.374182
23179 0.162338 101.989674
23180 0.45909 97.560364
23181 0.288176 98.515483
23182 0.342909 98.494545
23183 0.363729 98.500987
23184 0.219727 100.213117
23185 0.069906 106.662212
23186 0.356799 102.316639
23187 0.46852 96.304053
23188 0.224757 98.380188
23189 0.213038 100.399953
23190 0.276739 100.412838
23191 0.016948 107.850885
23192 0.26189 105.376899
23193 0.203752 105.33019
23194 0.020697 107.686597
23195 0.495627 96.353984
23196 0.188033 101.453324
23197 0.470786 98.148254
23198 0.155201 103.002781
23199 0.293719 102.02833
23200 0.2883 102.023498
23201 0.20151 102.116917
23202 0.268906 102.118527
23203 0.039144 107.520698
23204 0.136005 107.454661
23205 0.36462 102.870706
23206 0.154834 103.932133
23207 0.250676 103.833883
23208 0.281501 103.260487
23209 0.300292 103.273372
23210 0.437901 99.259607
23211 0.048747 106.966628
23212 0.488815 98.235229
23213 0.131444 104.162458
23214 0.419097 100.151911
23215 0.301312 100.190567
23216 0.338533 100.151911
23217 0.239004 100.19701
23218 0.353141 100.142248
23219 0.421655 98.251336
23220 0.020671 107.432111
23221 0.236482 105.74091
23222 0.045191 107.641498
23223 0.263841 105.343075
23224 0.087516 106.298201
23225 0.186319 106.148409
23226 0.419715 98.734533
23227 0.443453 97.30427
23228 0.449336 97.40252
23229 0.485955 95.875619
23230 0.239252 98.637893
23231 0.3116 98.620176
23232 0.387526 98.425287
23233 0.086481 106.349742
23234 0.00993 108.377574
23235 0.171354 107.459493
23236 0.411453 100.163186
23237 0.221215 100.705978
23238 0.45091 97.628012
23239 0.157654 101.996117
23240 0.379654 100.470822
23241 0.192055 102.2957
23242 0.05957 107.055215
23243 0.317583 103.701808
23244 0.024444 107.543247
23245 0.197931 106.599396
23246 0.242236 105.658766
23247 0.005948 107.7172
23248 0.390107 101.691702
23249 0.310789 100.976569
23250 0.07019 106.807172
23251 0.186227 106.399673
23252 0.109614 106.543022
23253 0.257838 105.273817
23254 0.044393 107.364463
23255 0.396097 100.918585
23256 0.07089 106.65738
23257 0.174861 106.559129
23258 0.358944 102.522803
23259 0.073108 106.230553
23260 0.474742 96.684168
23261 0.249883 98.227176
23262 0.20999 101.065155
23263 0.233605 101.018446
23264 0.361133 100.324252
23265 0.039894 107.444997
23266 0.014685 108.221339
23267 0.458388 99.417451
23268 0.352019 98.038729
23269 0.46748 96.548873
23270 0.499316 95.521276
23271 0.441685 95.522886
23272 0.133699 104.33641
23273 0.301927 102.785341
23274 0.256174 102.746685
23275 0.45461 97.301049
23276 0.011167 107.366074
23277 0.431717 99.834612
23278 0.232083 99.839444
23279 0.3186 99.776628
23280 0.467923 96.717992
23281 0.375588 96.751815
23282 0.428004 96.758258
23283 0.4654 96.727655
23284 0.111447 104.711695
23285 0.423845 100.179293
23286 0.05331 106.098478
23287 0.047447 107.346746
23288 0.341554 103.241159
23289 0.364339 100.290428
23290 0.056669 106.75402
23291 0.051252 107.488485
23292 0.353192 103.110695
23293 0.098243 105.924526
23294 0.309534 103.299142
23295 0.363796 100.541691
23296 0.088118 106.022777
23297 0.053448 107.148633
23298 0.055829 107.156687
23299 0.149377 107.09226
23300 0.085036 107.138969
23301 0.265965 105.325358
23302 0.282749 104.808335
23303 0.090205 106.818446
23304 0.324313 103.790395
23305 0.166578 103.878981
23306 0.15525 103.932133
23307 0.159505 103.978842
23308 0.384351 100.654437
23309 0.06056 106.361017
23310 0.187905 106.249881
23311 0.390224 101.814112
23312 0.180886 103.213777
23313 0.048515 107.338692
23314 0.338453 103.495643
23315 0.234678 103.552017
23316 0.345109 101.46621
23317 0.083787 106.167737
23318 0.46652 99.106594
23319 0.188863 100.670544
23320 0.073094 106.799118
23321 0.22213 105.823054
23322 0.347807 103.02533
23323 0.420353 98.004905
23324 0.029507 107.311311
23325 0.082659 107.775184
23326 0.204759 106.742745
23327 0.329041 103.80328
23328 0.03166 106.984345
23329 0.290857 103.954682
23330 0.278825 103.906363
23331 0.149265 104.703641
23332 0.167819 104.692367
23333 0.02043 108.094096
23334 0.349635 103.867707
23335 0.35077 101.351853
23336 0.190338 102.363348
23337 0.477126 97.776192
23338 0.035 106.866766
23339 0.133321 107.320975
23340 0.264681 105.297977
23341 0.43834 98.11604
23342 0.005749 107.564186
23343 0.160401 107.461103
23344 0.212641 106.649326
23345 0.423977 99.003512
23346 0.25627 99.085656
23347 0.368192 99.014787
23348 0.369724 99.050221
23349 0.384518 99.02123
23350 0.10482 105.74091
23351 0.380821 101.970346
23352 0.183114 103.26854
23353 0.179187 103.305585
23354 0.043131 107.411172
23355 0.00872 108.519313
23356 0.256964 106.003449
23357 0.474321 97.043344
23358 0.151912 103.581009
23359 0.040858 107.826725
23360 0.218021 106.391619
23361 0.300636 104.246213
23362 0.261793 104.23977
23363 0.019377 107.317754
23364 0.089884 108.037723
23365 0.08268 107.979739
23366 0.49065 98.098323
23367 0.268966 98.40918
23368 0.443762 96.956368
23369 0.37542 96.895164
23370 0.182675 102.450323
23371 0.191687 102.458377
23372 0.009548 108.135974
23373 0.216173 106.786233
23374 0.091297 107.271044
23375 0.113636 107.227556
23376 0.151485 107.214671
23377 0.480789 96.258955
23378 0.023202 107.385402
23379 0.218814 106.373902
23380 0.350571 102.848157
23381 0.193772 102.534078
23382 0.198059 102.527635
23383 0.099736 105.91003
23384 0.332337 103.092978
23385 0.3684 101.939744
23386 0.247398 100.949188
23387 0.127558 104.600559
23388 0.309687 103.163847
23389 0.038628 107.114809
23390 0.396046 102.210335
23391 0.108562 105.219054
23392 0.446606 99.467382
23393 0.468558 97.00952
23394 0.156817 103.178343
23395 0.115389 105.343075
23396 0.109916 105.420387
23397 0.166976 105.399449
23398 0.121858 105.404281
23399 0.0563 107.527141
23400 0.018128 108.493543
23401 0.129028 108.340529
23402 0.422327 100.767183
23403 0.162248 102.451934
23404 0.012753 108.17463
23405 0.032179 108.4871
23406 0.144942 108.208454
23407 0.027325 108.329254
23408 0.139962 108.182683
23409 0.181758 107.784848
23410 0.284216 105.343075
23411 0.013708 108.202011
23412 0.469461 96.732487
23413 0.320225 96.771143
23414 0.014102 108.003899
23415 0.326683 103.983674
23416 0.440222 97.547479
23417 0.329235 97.565196
23418 0.135823 104.668207
23419 0.028296 108.168187
23420 0.364235 103.155793
23421 0.043777 106.932804
23422 0.304396 103.492422
23423 0.263526 103.485979
23424 0.258867 103.498865
23425 0.121456 105.180398
23426 0.218569 104.89531
23427 0.082068 106.208003
23428 0.44989 100.755909
23429 0.34586 99.63328
23430 0.138424 104.249434
23431 0.041131 107.696261
23432 0.34932 103.46343
23433 0.438043 97.668278
23434 0.067468 106.623556
23435 0.073152 106.990788
23436 0.058865 107.672101
23437 0.062693 107.680154
23438 0.443296 101.115086
23439 0.256159 100.129362
23440 0.172441 102.242548
23441 0.032065 107.891152
23442 0.002748 108.698098
23443 0.362935 103.640603
23444 0.169969 104.576399
23445 0.053395 107.203396
23446 0.215517 106.148409
23447 0.481427 98.309319
23448 0.243439 99.230615
23449 0.129626 105.078926
23450 0.456476 99.957022
23451 0.226058 100.56424
23452 0.097872 106.058211
23453 0.112465 106.050158
23454 0.30379 103.9724
23455 0.060138 106.950521
23456 0.494342 97.40252
23457 0.105878 105.473539
23458 0.492268 97.913098
23459 0.091076 105.719971
23460 0.430983 100.533638
23461 0.215903 100.995897
23462 0.414497 98.674938
23463 0.131178 103.980453
23464 0.261995 103.795227
23465 0.367814 101.261656
23466 0.235157 101.338967
23467 0.180246 102.450323
23468 0.156936 103.273372
23469 0.12525 105.085369
23470 0.290605 103.624496
23471 0.326162 102.754739
23472 0.42991 98.288381
23473 0.044015 106.979513
23474 0.151012 107.063268
23475 0.413381 101.483927
23476 0.072192 106.407726
23477 0.423426 100.999118
23478 0.403466 99.718644
23479 0.291872 99.773407
23480 0.345911 99.78146
23481 0.266413 99.792735
23482 0.191511 101.277762
23483 0.284472 101.293869
23484 0.296727 101.287426
23485 0.44937 98.40918
23486 0.401396 98.412401
23487 0.279964 98.615344
23488 0.419827 98.418844
23489 0.43108 98.393073
23490 0.303209 98.391463
23491 0.034857 107.675322
23492 0.053133 107.849275
23493 0.242813 105.963182
23494 0.403863 99.82978
23495 0.198073 101.071598
23496 0.488081 96.941873
23497 0.471352 96.974086
23498 0.274176 98.602459
23499 0.382955 98.533201
23500 0.116716 104.566735
23501 0.097325 106.032441
23502 0.34293 102.817554
23503 0.195557 103.556849
23504 0.049378 106.884484
23505 0.306371 103.405446
23506 0.405635 98.827951
23507 0.082939 106.092035
23508 0.411262 101.255213
23509 0.085072 105.13691
23510 0.195703 104.930745
23511 0.427132 100.341969
23512 0.462898 96.642291
23513 0.021801 107.150244
23514 0.231508 105.703865
23515 0.490854 96.283115
23516 0.394898 95.693615
23517 0.184199 101.820555
23518 0.255452 101.931691
23519 0.338873 100.80906
23520 0.251227 100.810671
23521 0.281548 100.971737
23522 0.040399 107.446607
23523 0.143056 107.353188
23524 0.374043 102.495422
23525 0.075301 105.718361
23526 0.221228 105.070873
23527 0.175658 105.080537
23528 0.280355 103.835493
23529 0.218666 103.856432
23530 0.376696 101.372791
23531 0.358629 101.359906
23532 0.499283 95.466513
23533 0.079622 105.998617
23534 0.414978 100.730138
23535 0.204995 100.88154
23536 0.061705 107.0681
23537 0.01603 108.264827
23538 0.303734 104.705252
23539 0.375402 100.469211
23540 0.346764 100.453105
23541 0.088244 106.121027
23542 0.031733 107.989403
23543 0.063875 107.931419
23544 0.196125 107.027833
23545 0.378001 102.764403
23546 0.03169 107.329028
23547 0.174028 107.084207
23548 0.065393 107.627002
23549 0.012326 108.485489
23550 0.497185 98.723258
23551 0.455169 97.019184
23552 0.424365 97.017573
23553 0.44263 96.964422
23554 0.149147 103.874149
23555 0.289463 103.101031
23556 0.097911 105.872985
23557 0.364246 102.158794
23558 0.21526 103.149351
23559 0.212932 103.113916
23560 0.032151 107.797733
23561 0.230962 106.174179
23562 0.473216 97.259172
23563 0.048677 106.873209
23564 0.290023 104.45882
23565 0.122443 105.784398
23566 0.493886 95.479399
